,string,word,passage,p,version
571,foundation,foundation,It was a wooden foundation. It was an educational [MASK] .,0.02178274281322956,M2_a_M1_b
572,foundation,foundation,It was a wooden foundation. It was a concrete [MASK] .,0.0321168676018715,M2_a_M2_b
573,foundation,foundation,It was a concrete foundation. It was a charitable [MASK] .,0.036558236926794045,M2_b_M1_a
574,foundation,foundation,It was a concrete foundation. It was an educational [MASK] .,0.009118235670030119,M2_b_M1_b
575,foundation,foundation,It was a concrete foundation. It was a wooden [MASK] .,0.012121856212615963,M2_b_M2_a
576,function,function,It was a mathematical function. It was a linear [MASK] .,0.0016434696735814216,M1_a_M1_b
577,function,function,It was a mathematical function. It was a social [MASK] .,0.034639470279216766,M1_a_M2_a
578,function,function,It was a mathematical function. It was a business [MASK] .,0.002933278679847716,M1_a_M2_b
579,function,function,It was a linear function. It was a mathematical [MASK] .,0.0007599028758704661,M1_b_M1_a
580,function,function,It was a linear function. It was a social [MASK] .,0.009884129278361794,M1_b_M2_a
581,function,function,It was a linear function. It was a business [MASK] .,0.0016242290148511525,M1_b_M2_b
582,function,function,It was a social function. It was a mathematical [MASK] .,0.01342541165649891,M2_a_M1_a
583,function,function,It was a social function. It was a linear [MASK] .,0.011126121506094929,M2_a_M1_b
584,function,function,It was a social function. It was a business [MASK] .,0.010413904674351217,M2_a_M2_b
585,function,function,It was a business function. It was a mathematical [MASK] .,0.020895646885037422,M2_b_M1_a
586,function,function,It was a business function. It was a linear [MASK] .,0.02013080939650536,M2_b_M1_b
587,function,function,It was a business function. It was a social [MASK] .,0.02357831411063671,M2_b_M2_a
588,issue,issue,It was a sensitive issue. It was a political [MASK] .,0.6594858169555664,M1_a_M1_b
589,issue,issue,It was a sensitive issue. It was a weekly [MASK] .,0.08012241870164871,M1_a_M2_a
590,issue,issue,It was a sensitive issue. It was a special [MASK] .,0.013138685375452045,M1_a_M2_b
591,issue,issue,It was a political issue. It was a sensitive [MASK] .,0.2889147400856018,M1_b_M1_a
592,issue,issue,It was a political issue. It was a weekly [MASK] .,0.04860417917370797,M1_b_M2_a
593,issue,issue,It was a political issue. It was a special [MASK] .,0.03776848316192627,M1_b_M2_b
594,issue,issue,It was a weekly issue. It was a sensitive [MASK] .,0.05716844648122786,M2_a_M1_a
595,issue,issue,It was a weekly issue. It was a political [MASK] .,0.3358381390571594,M2_a_M1_b
596,issue,issue,It was a weekly issue. It was a special [MASK] .,0.5614917874336243,M2_a_M2_b
597,issue,issue,It was a special issue. It was a sensitive [MASK] .,0.02097597904503345,M2_b_M1_a
598,issue,issue,It was a special issue. It was a political [MASK] .,0.01385688316076994,M2_b_M1_b
599,issue,issue,It was a special issue. It was a weekly [MASK] .,0.031996145844459534,M2_b_M2_a
600,key,key,It was a duplicate key. It was a master [MASK] .,0.07328799366950989,M1_a_M1_b
601,key,key,It was a duplicate key. It was a delete [MASK] .,0.2425942122936249,M1_a_M2_a
602,key,key,It was a duplicate key. It was a backspace [MASK] .,0.19844037294387817,M1_a_M2_b
603,key,key,It was a master key. It was a duplicate [MASK] .,0.1854322999715805,M1_b_M1_a
604,key,key,It was a master key. It was a delete [MASK] .,0.31679424643516546,M1_b_M2_a
605,key,key,It was a master key. It was a backspace [MASK] .,0.32429754734039307,M1_b_M2_b
606,key,key,It was a delete key. It was a duplicate [MASK] .,0.09599298983812332,M2_a_M1_a
607,key,key,It was a delete key. It was a master [MASK] .,0.07965424656867981,M2_a_M1_b
608,key,key,It was a delete key. It was a backspace [MASK] .,0.1569830030202866,M2_a_M2_b
609,key,key,It was a backspace key. It was a duplicate [MASK] .,0.12186042964458467,M2_b_M1_a
610,key,key,It was a backspace key. It was a master [MASK] .,0.3384964764118195,M2_b_M1_b
611,key,key,It was a backspace key. It was a delete [MASK] .,0.5666524171829224,M2_b_M2_a
612,movement,movement,He liked the rhythmic movement. He liked the graceful [MASK] .,0.03908800333738328,M1_a_M1_b
613,movement,movement,He liked the rhythmic movement. He liked the feminist [MASK] .,0.004983501508831977,M1_a_M2_a
614,movement,movement,He liked the rhythmic movement. He liked the civil-rights [MASK] .,0.13858856260776517,M1_a_M2_b
615,movement,movement,He liked the graceful movement. He liked the rhythmic [MASK] .,0.14043237268924713,M1_b_M1_a
616,movement,movement,He liked the graceful movement. He liked the feminist [MASK] .,0.002861237386241555,M1_b_M2_a
617,movement,movement,He liked the graceful movement. He liked the civil-rights [MASK] .,0.37832096219062805,M1_b_M2_b
618,movement,movement,He liked the feminist movement. He liked the rhythmic [MASK] .,0.07530979812145233,M2_a_M1_a
619,movement,movement,He liked the feminist movement. He liked the graceful [MASK] .,0.0034763477742671962,M2_a_M1_b
620,movement,movement,He liked the feminist movement. He liked the civil-rights [MASK] .,0.756582498550415,M2_a_M2_b
621,movement,movement,He liked the civil-rights movement. He liked the rhythmic [MASK] .,0.02355936355888844,M2_b_M1_a
622,movement,movement,He liked the civil-rights movement. He liked the graceful [MASK] .,0.02090900205075741,M2_b_M1_b
623,movement,movement,He liked the civil-rights movement. He liked the feminist [MASK] .,0.0022832357790321107,M2_b_M2_a
624,panel,panel,It was a control panel. It was an instrument [MASK] .,0.052655678242445,M1_a_M1_b
625,panel,panel,It was a control panel. It was an advisory [MASK] .,0.002964828629046678,M1_a_M2_a
626,panel,panel,It was a control panel. It was a consumer [MASK] .,0.0035451510921120657,M1_a_M2_b
627,panel,panel,It was an instrument panel. It was a control [MASK] .,0.043634228408336646,M1_b_M1_a
628,panel,panel,It was an instrument panel. It was an advisory [MASK] .,0.00896155461668968,M1_b_M2_a
629,panel,panel,It was an instrument panel. It was a consumer [MASK] .,0.0038793643470853567,M1_b_M2_b
630,panel,panel,It was an advisory panel. It was a control [MASK] .,0.03575064614415168,M2_a_M1_a
631,panel,panel,It was an advisory panel. It was an instrument [MASK] .,0.0245602186769247,M2_a_M1_b
632,panel,panel,It was an advisory panel. It was a consumer [MASK] .,0.0029302802868187423,M2_a_M2_b
633,panel,panel,It was a consumer panel. It was a control [MASK] .,0.026950363069772724,M2_b_M1_a
634,panel,panel,It was a consumer panel. It was an instrument [MASK] .,0.12709106504917145,M2_b_M1_b
635,panel,panel,It was a consumer panel. It was an advisory [MASK] .,0.015621944330632683,M2_b_M2_a
636,passage,passage,It was a secret passage. It was a narrow [MASK] .,0.004445968195796012,M1_a_M1_b
637,passage,passage,It was a secret passage. It was a literary [MASK] .,0.011812080629169944,M1_a_M2_a
638,passage,passage,It was a secret passage. It was a biblical [MASK] .,0.004810592159628866,M1_a_M2_b
639,passage,passage,It was a narrow passage. It was a secret [MASK] .,0.0019252365455031393,M1_b_M1_a
640,passage,passage,It was a narrow passage. It was a literary [MASK] .,0.005300494376569988,M1_b_M2_a
641,passage,passage,It was a narrow passage. It was a biblical [MASK] .,0.0007712629740126431,M1_b_M2_b
642,passage,passage,It was a literary passage. It was a secret [MASK] .,0.032398264855146415,M2_a_M1_a
643,passage,passage,It was a literary passage. It was a narrow [MASK] .,0.014332589693367476,M2_a_M1_b
644,passage,passage,It was a literary passage. It was a biblical [MASK] .,0.2056154757738113,M2_a_M2_b
645,passage,passage,It was a biblical passage. It was a secret [MASK] .,0.047222048044204705,M2_b_M1_a
646,passage,passage,It was a biblical passage. It was a narrow [MASK] .,0.0008849205914884802,M2_b_M1_b
647,passage,passage,It was a biblical passage. It was a literary [MASK] .,0.006444124970585109,M2_b_M2_a
648,tape,tape,He used the scotch tape. He used the double-sided [MASK] .,0.0322384387254715,M1_a_M1_b
649,tape,tape,He used the scotch tape. He used the interview [MASK] .,0.014085870236158368,M1_a_M2_a
650,tape,tape,He used the scotch tape. He used the video [MASK] .,0.006952097639441491,M1_a_M2_b
651,tape,tape,He used the double-sided tape. He used the scotch [MASK] .,0.015154635533690453,M1_b_M1_a
652,tape,tape,He used the double-sided tape. He used the interview [MASK] .,0.10956434905529024,M1_b_M2_a
653,tape,tape,He used the double-sided tape. He used the video [MASK] .,0.011130169034004215,M1_b_M2_b
654,tape,tape,He used the interview tape. He used the scotch [MASK] .,0.4111541211605072,M2_a_M1_a
655,tape,tape,He used the interview tape. He used the double-sided [MASK] .,0.016398321837186817,M2_a_M1_b
656,tape,tape,He used the interview tape. He used the video [MASK] .,0.016366627067327496,M2_a_M2_b
657,tape,tape,He used the video tape. He used the scotch [MASK] .,0.01133256778120995,M2_b_M1_a
658,tape,tape,He used the video tape. He used the double-sided [MASK] .,0.02151370607316494,M2_b_M1_b
659,tape,tape,He used the video tape. He used the interview [MASK] .,0.010248674079775809,M2_b_M2_a
660,tracks,track,She saw the train tracks. She saw the trolley [MASK] .,0.0016329747159034016,M1_a_M1_b
661,tracks,track,She saw the train tracks. She saw the moose [MASK] .,0.0010889408877119422,M1_a_M2_a
662,tracks,track,She saw the train tracks. She saw the snowshoe [MASK] .,0.000495529966428876,M1_a_M2_b
663,tracks,track,She saw the trolley tracks. She saw the train [MASK] .,0.004473289940506219,M1_b_M1_a
664,tracks,track,She saw the trolley tracks. She saw the moose [MASK] .,0.004833246581256388,M1_b_M2_a
665,tracks,track,She saw the trolley tracks. She saw the snowshoe [MASK] .,0.010697903111577037,M1_b_M2_b
666,tracks,track,She saw the moose tracks. She saw the train [MASK] .,0.016418864950537678,M2_a_M1_a
667,tracks,track,She saw the moose tracks. She saw the trolley [MASK] .,0.0410955622792244,M2_a_M1_b
668,tracks,track,She saw the moose tracks. She saw the snowshoe [MASK] .,0.0008594157989136877,M2_a_M2_b
669,tracks,track,She saw the snowshoe tracks. She saw the train [MASK] .,0.0004919429193250835,M2_b_M1_a
670,tracks,track,She saw the snowshoe tracks. She saw the trolley [MASK] .,0.002856969367712736,M2_b_M1_b
671,tracks,track,She saw the snowshoe tracks. She saw the moose [MASK] .,0.0017063044942915437,M2_b_M2_a
672,bat,bat,He saw a furry bat. He saw a fruit [MASK] .,0.0068035479635000255,M1_a_M1_b
673,bat,bat,He saw a furry bat. He saw a wooden [MASK] .,0.0014138999395072462,M1_a_M2_a
674,bat,bat,He saw a furry bat. He saw a baseball [MASK] .,0.0003957167209591717,M1_a_M2_b
675,bat,bat,He saw a fruit bat. He saw a furry [MASK] .,0.0015649138949811456,M1_b_M1_a
676,bat,bat,He saw a fruit bat. He saw a wooden [MASK] .,0.0036676884628832353,M1_b_M2_a
677,bat,bat,He saw a fruit bat. He saw a baseball [MASK] .,0.007288480177521705,M1_b_M2_b
678,bat,bat,He saw a wooden bat. He saw a furry [MASK] .,0.001245942781679332,M2_a_M1_a
679,bat,bat,He saw a wooden bat. He saw a fruit [MASK] .,0.025605320930480957,M2_a_M1_b
680,bat,bat,He saw a wooden bat. He saw a baseball [MASK] .,0.0013434056891128414,M2_a_M2_b
681,bat,bat,He saw a baseball bat. He saw a furry [MASK] .,0.0001362200418952853,M2_b_M1_a
682,bat,bat,He saw a baseball bat. He saw a fruit [MASK] .,0.006628432311117647,M2_b_M1_b
683,bat,bat,He saw a baseball bat. He saw a wooden [MASK] .,0.0008770783315412701,M2_b_M2_a
684,cape,cape,It was a red cape. It was a flowing [MASK] .,0.0015409868210554119,M1_a_M1_b
685,cape,cape,It was a red cape. It was a rocky [MASK] .,0.003266017884016037,M1_a_M2_a
686,cape,cape,It was a red cape. It was an island [MASK] .,0.0002716698509175332,M1_a_M2_b
687,cape,cape,It was a flowing cape. It was a red [MASK] .,0.0006756712100468577,M1_b_M1_a
688,cape,cape,It was a flowing cape. It was a rocky [MASK] .,0.010322737507522104,M1_b_M2_a
689,cape,cape,It was a flowing cape. It was an island [MASK] .,0.0021923873573541637,M1_b_M2_b
690,cape,cape,It was a rocky cape. It was a red [MASK] .,0.008368708193302155,M2_a_M1_a
691,cape,cape,It was a rocky cape. It was a flowing [MASK] .,0.40137597918510437,M2_a_M1_b
692,cape,cape,It was a rocky cape. It was an island [MASK] .,0.00033670320408418775,M2_a_M2_b
693,cape,cape,It was an island cape. It was a red [MASK] .,0.02310770750045776,M2_b_M1_a
694,cape,cape,It was an island cape. It was a flowing [MASK] .,0.04636520147323608,M2_b_M1_b
695,cape,cape,It was an island cape. It was a rocky [MASK] .,0.0018070245860144498,M2_b_M2_a
696,cell,cell,It was a skin cell. It was a brain [MASK] .,0.11804446578025819,M1_a_M1_b
697,cell,cell,It was a skin cell. It was a prison [MASK] .,0.8421452641487122,M1_a_M2_a
698,cell,cell,It was a skin cell. It was a jail [MASK] .,0.7751291990280151,M1_a_M2_b
699,cell,cell,It was a brain cell. It was a skin [MASK] .,0.03632183372974396,M1_b_M1_a
700,cell,cell,It was a brain cell. It was a prison [MASK] .,0.04151928424835206,M1_b_M2_a
701,cell,cell,It was a brain cell. It was a jail [MASK] .,0.018872221931815144,M1_b_M2_b
702,cell,cell,It was a prison cell. It was a skin [MASK] .,0.0010211156914010642,M2_a_M1_a
703,cell,cell,It was a prison cell. It was a brain [MASK] .,0.014875799417495731,M2_a_M1_b
704,cell,cell,It was a prison cell. It was a jail [MASK] .,0.03649122267961502,M2_a_M2_b
705,cell,cell,It was a jail cell. It was a skin [MASK] .,0.00032723264303058375,M2_b_M1_a
706,cell,cell,It was a jail cell. It was a brain [MASK] .,0.004232439212501047,M2_b_M1_b
707,cell,cell,It was a jail cell. It was a prison [MASK] .,0.025215577334165566,M2_b_M2_a
708,mold,mold,It was a fungal mold. It was a harmful [MASK] .,0.0026247063651680938,M1_a_M1_b
709,mold,mold,It was a fungal mold. It was a rubber [MASK] .,0.09106281399726866,M1_a_M2_a
710,mold,mold,It was a fungal mold. It was a clay [MASK] .,0.010001749731600283,M1_a_M2_b
711,mold,mold,It was a harmful mold. It was a fungal [MASK] .,0.018139360472559925,M1_b_M1_a
712,mold,mold,It was a harmful mold. It was a rubber [MASK] .,0.06239172071218492,M1_b_M2_a
713,mold,mold,It was a harmful mold. It was a clay [MASK] .,0.0026318433228880154,M1_b_M2_b
714,mold,mold,It was a rubber mold. It was a fungal [MASK] .,0.013819619081914423,M2_a_M1_a
715,mold,mold,It was a rubber mold. It was a harmful [MASK] .,0.004556176252663137,M2_a_M1_b
716,mold,mold,It was a rubber mold. It was a clay [MASK] .,0.0018881929572671658,M2_a_M2_b
717,mold,mold,It was a clay mold. It was a fungal [MASK] .,0.0052780965343117705,M2_b_M1_a
718,mold,mold,It was a clay mold. It was a harmful [MASK] .,0.002396882278844714,M2_b_M1_b
719,mold,mold,It was a clay mold. It was a rubber [MASK] .,0.021795161068439484,M2_b_M2_a
720,match,match,It was a lit match. It was a burning [MASK] .,0.02012216672301292,M1_a_M1_b
721,match,match,It was a lit match. It was a soccer [MASK] .,0.028602777048945423,M1_a_M2_a
722,match,match,It was a lit match. It was a tennis [MASK] .,0.047333285212516785,M1_a_M2_b
723,match,match,It was a burning match. It was a lit [MASK] .,0.020525597035884854,M1_b_M1_a
724,match,match,It was a burning match. It was a soccer [MASK] .,0.09049843251705171,M1_b_M2_a
725,match,match,It was a burning match. It was a tennis [MASK] .,0.1554148644208908,M1_b_M2_b
726,match,match,It was a soccer match. It was a lit [MASK] .,0.0010720482096076007,M2_a_M1_a
727,match,match,It was a soccer match. It was a burning [MASK] .,0.00701275374740362,M2_a_M1_b
728,match,match,It was a soccer match. It was a tennis [MASK] .,0.951334536075592,M2_a_M2_b
729,match,match,It was a tennis match. It was a lit [MASK] .,0.0013279850827530029,M2_b_M1_a
730,match,match,It was a tennis match. It was a burning [MASK] .,0.004152335692197086,M2_b_M1_b
731,match,match,It was a tennis match. It was a soccer [MASK] .,0.21451497077941897,M2_b_M2_a
732,pupil,pupil,She had a brilliant pupil. She had an interested [MASK] .,0.0022809950169175868,M1_a_M1_b
733,pupil,pupil,She had a brilliant pupil. She had a dilated [MASK] .,0.03407648205757142,M1_a_M2_a
734,pupil,pupil,She had a brilliant pupil. She had a cloudy [MASK] .,0.11179298162460326,M1_a_M2_b
735,pupil,pupil,She had an interested pupil. She had a brilliant [MASK] .,0.12258453667163849,M1_b_M1_a
736,pupil,pupil,She had an interested pupil. She had a dilated [MASK] .,0.05646366998553277,M1_b_M2_a
737,pupil,pupil,She had an interested pupil. She had a cloudy [MASK] .,0.01944020204246044,M1_b_M2_b
738,pupil,pupil,She had a dilated pupil. She had a brilliant [MASK] .,0.004253251943737268,M2_a_M1_a
739,pupil,pupil,She had a dilated pupil. She had an interested [MASK] .,0.0016495637828484175,M2_a_M1_b
740,pupil,pupil,She had a dilated pupil. She had a cloudy [MASK] .,0.012509134598076338,M2_a_M2_b
741,pupil,pupil,She had a cloudy pupil. She had a brilliant [MASK] .,0.10655656456947324,M2_b_M1_a
742,pupil,pupil,She had a cloudy pupil. She had an interested [MASK] .,0.05845486372709275,M2_b_M1_b
743,pupil,pupil,She had a cloudy pupil. She had a dilated [MASK] .,0.11884675174951552,M2_b_M2_a
744,seal,seal,It was a gold seal. It was a certified [MASK] .,0.00186477426905185,M1_a_M1_b
745,seal,seal,It was a gold seal. It was a circus [MASK] .,0.0010104216635227203,M1_a_M2_a
746,seal,seal,It was a gold seal. It was a trained [MASK] .,0.004722126293927431,M1_a_M2_b
747,seal,seal,It was a certified seal. It was a gold [MASK] .,0.035051297396421426,M1_b_M1_a
748,seal,seal,It was a certified seal. It was a circus [MASK] .,0.001765135093592108,M1_b_M2_a
749,seal,seal,It was a certified seal. It was a trained [MASK] .,0.012500628829002377,M1_b_M2_b
750,seal,seal,It was a circus seal. It was a gold [MASK] .,0.03349050506949425,M2_a_M1_a
751,seal,seal,It was a circus seal. It was a certified [MASK] .,0.0023316247388720512,M2_a_M1_b
752,seal,seal,It was a circus seal. It was a trained [MASK] .,0.004846078343689443,M2_a_M2_b
753,seal,seal,It was a trained seal. It was a gold [MASK] .,0.02570707537233829,M2_b_M1_a
754,seal,seal,It was a trained seal. It was a certified [MASK] .,0.006403211504220965,M2_b_M1_b
755,seal,seal,It was a trained seal. It was a circus [MASK] .,0.11600520461797713,M2_b_M2_a
756,tick,tick,It was a clock tick. It was an audible [MASK] .,0.0008545967866666618,M1_a_M1_b
757,tick,tick,It was a clock tick. It was a parasitic [MASK] .,0.0009785267757251863,M1_a_M2_a
758,tick,tick,It was a clock tick. It was a diseased [MASK] .,0.0009597970638424158,M1_a_M2_b
759,tick,tick,It was an audible tick. It was a clock [MASK] .,1.2420543498592456e-05,M1_b_M1_a
760,tick,tick,It was an audible tick. It was a parasitic [MASK] .,0.03658872842788697,M1_b_M2_a
761,tick,tick,It was an audible tick. It was a diseased [MASK] .,0.06399288773536681,M1_b_M2_b
762,tick,tick,It was a parasitic tick. It was a clock [MASK] .,0.579933226108551,M2_a_M1_a
763,tick,tick,It was a parasitic tick. It was an audible [MASK] .,0.25518548488616943,M2_a_M1_b
764,tick,tick,It was a parasitic tick. It was a diseased [MASK] .,0.008380279876291752,M2_a_M2_b
765,tick,tick,It was a diseased tick. It was a clock [MASK] .,0.001093131373636424,M2_b_M1_a
766,tick,tick,It was a diseased tick. It was an audible [MASK] .,0.0045817424543201915,M2_b_M1_b
767,tick,tick,It was a diseased tick. It was a parasitic [MASK] .,0.5105732083320618,M2_b_M2_a
768,yards,yard,It was five yards. It was ten [MASK] .,0.0014185835607349875,M1_a_M1_b
769,yards,yard,It was five yards. They were big [MASK] .,0.00023391534341499204,M1_a_M2_a
770,yards,yard,It was five yards. They were cluttered [MASK] .,2.9918739528511654e-05,M1_a_M2_b
771,yards,yard,It was ten yards. It was five [MASK] .,0.0007132699829526248,M1_b_M1_a
772,yards,yard,It was ten yards. They were big [MASK] .,0.000342560058925301,M1_b_M2_a
773,yards,yard,It was ten yards. They were cluttered [MASK] .,4.1023035009857294e-05,M1_b_M2_b
774,yards,yard,They were big yards. It was five [MASK] .,0.0007200692198239268,M2_a_M1_a
775,yards,yard,They were big yards. It was ten [MASK] .,0.00027224249788559984,M2_a_M1_b
776,yards,yard,They were big yards. They were cluttered [MASK] .,0.31877297163009644,M2_a_M2_b
777,yards,yard,They were cluttered yards. It was five [MASK] .,0.00022389540390577148,M2_b_M1_a
778,yards,yard,They were cluttered yards. It was ten [MASK] .,0.013556662946939472,M2_b_M1_b
779,yards,yard,They were cluttered yards. They were big [MASK] .,8.488426828989766e-05,M2_b_M2_a
780,drill,drill,It was a grueling drill. It was a challenging [MASK] .,0.2067181318998337,M1_a_M1_b
781,drill,drill,It was a grueling drill. It was an electric [MASK] .,0.3985976576805115,M1_a_M2_a
782,drill,drill,It was a grueling drill. It was a battery-powered [MASK] .,0.683265745639801,M1_a_M2_b
783,drill,drill,It was a challenging drill. It was a grueling [MASK] .,0.7504045963287354,M1_b_M1_a
784,drill,drill,It was a challenging drill. It was an electric [MASK] .,0.49550679326057434,M1_b_M2_a
785,drill,drill,It was a challenging drill. It was a battery-powered [MASK] .,0.879692792892456,M1_b_M2_b
786,drill,drill,It was an electric drill. It was a grueling [MASK] .,0.21361978352069855,M2_a_M1_a
787,drill,drill,It was an electric drill. It was a challenging [MASK] .,0.007392585743218657,M2_a_M1_b
788,drill,drill,It was an electric drill. It was a battery-powered [MASK] .,0.9112446308135986,M2_a_M2_b
789,drill,drill,It was a battery-powered drill. It was a grueling [MASK] .,0.2934535145759583,M2_b_M1_a
790,drill,drill,It was a battery-powered drill. It was a challenging [MASK] .,0.03201332688331605,M2_b_M1_b
791,drill,drill,It was a battery-powered drill. It was an electric [MASK] .,0.029965547844767574,M2_b_M2_a
792,file,file,She had a text file. She had a data [MASK] .,0.03315579518675804,M1_a_M1_b
793,file,file,She had a text file. She had a nail [MASK] .,0.04969767108559609,M1_a_M2_a
794,file,file,She had a text file. She had a steel [MASK] .,0.0011061048135161402,M1_a_M2_b
795,file,file,She had a data file. She had a text [MASK] .,0.41538846492767334,M1_b_M1_a
796,file,file,She had a data file. She had a nail [MASK] .,0.016700977459549904,M1_b_M2_a
797,file,file,She had a data file. She had a steel [MASK] .,0.0005241963081061838,M1_b_M2_b
798,file,file,She had a nail file. She had a text [MASK] .,0.08813109993934631,M2_a_M1_a
799,file,file,She had a nail file. She had a data [MASK] .,0.12112072110176085,M2_a_M1_b
800,file,file,She had a nail file. She had a steel [MASK] .,0.013865396380424503,M2_a_M2_b
801,file,file,She had a steel file. She had a text [MASK] .,0.14162589609622953,M2_b_M1_a
802,file,file,She had a steel file. She had a data [MASK] .,0.2822895646095276,M2_b_M1_b
803,file,file,She had a steel file. She had a nail [MASK] .,0.008199177682399748,M2_b_M2_a
804,count,count,That was the noble count. That was the vengeful [MASK] .,0.09516539424657823,M1_a_M1_b
805,count,count,That was the noble count. That was the final [MASK] .,0.0007156451465561984,M1_a_M2_a
806,count,count,That was the noble count. That was the correct [MASK] .,0.0002991391520481555,M1_a_M2_b
807,count,count,That was the vengeful count. That was the noble [MASK] .,0.004099016543477774,M1_b_M1_a
808,count,count,That was the vengeful count. That was the final [MASK] .,0.012174801900982858,M1_b_M2_a
809,count,count,That was the vengeful count. That was the correct [MASK] .,0.009307380765676495,M1_b_M2_b
810,count,count,That was the final count. That was the noble [MASK] .,0.0006127569358795883,M2_a_M1_a
811,count,count,That was the final count. That was the vengeful [MASK] .,0.002863144502043723,M2_a_M1_b
812,count,count,That was the final count. That was the correct [MASK] .,0.023033618927001953,M2_a_M2_b
813,count,count,That was the correct count. That was the noble [MASK] .,0.01458038855344057,M2_b_M1_a
814,count,count,That was the correct count. That was the vengeful [MASK] .,0.025109011679887765,M2_b_M1_b
815,count,count,That was the correct count. That was the final [MASK] .,0.021822193637490276,M2_b_M2_a
816,port,port,It was a windy port. It was a seaside [MASK] .,0.0580914095044136,M1_a_M1_b
817,port,port,It was a windy port. It was a delicious [MASK] .,0.03711821138858796,M1_a_M2_a
818,port,port,It was a windy port. It was a sweet [MASK] .,0.2969045341014862,M1_a_M2_b
819,port,port,It was a seaside port. It was a windy [MASK] .,0.009958716109395029,M1_b_M1_a
820,port,port,It was a seaside port. It was a delicious [MASK] .,0.006560750305652617,M1_b_M2_a
821,port,port,It was a seaside port. It was a sweet [MASK] .,0.001087274285964668,M1_b_M2_b
822,port,port,It was a delicious port. It was a windy [MASK] .,0.27929240465164185,M2_a_M1_a
823,port,port,It was a delicious port. It was a seaside [MASK] .,0.021041922271251675,M2_a_M1_b
824,port,port,It was a delicious port. It was a sweet [MASK] .,0.2546784579753876,M2_a_M2_b
825,port,port,It was a sweet port. It was a windy [MASK] .,0.13321207463741302,M2_b_M1_a
826,port,port,It was a sweet port. It was a seaside [MASK] .,0.005677442066371439,M2_b_M1_b
827,port,port,It was a sweet port. It was a delicious [MASK] .,0.07053920626640321,M2_b_M2_a
828,fan,fan,They had an electric fan. They had a ceiling [MASK] .,0.0040638833306729785,M1_a_M1_b
829,fan,fan,They had an electric fan. They had a zealous [MASK] .,0.0037743947468698038,M1_a_M2_a
830,fan,fan,They had an electric fan. They had an enthusiastic [MASK] .,0.008818409405648712,M1_a_M2_b
831,fan,fan,They had a ceiling fan. They had an electric [MASK] .,0.0026079961098730555,M1_b_M1_a
832,fan,fan,They had a ceiling fan. They had a zealous [MASK] .,0.00013335756375454363,M1_b_M2_a
833,fan,fan,They had a ceiling fan. They had an enthusiastic [MASK] .,0.015171045437455179,M1_b_M2_b
834,fan,fan,They had a zealous fan. They had an electric [MASK] .,0.06855733692646027,M2_a_M1_a
835,fan,fan,They had a zealous fan. They had a ceiling [MASK] .,0.02954875864088536,M2_a_M1_b
836,fan,fan,They had a zealous fan. They had an enthusiastic [MASK] .,0.0657852366566658,M2_a_M2_b
837,fan,fan,They had an enthusiastic fan. They had an electric [MASK] .,0.02327596396207809,M2_b_M1_a
838,fan,fan,They had an enthusiastic fan. They had a ceiling [MASK] .,0.02633243799209595,M2_b_M1_b
839,fan,fan,They had an enthusiastic fan. They had a zealous [MASK] .,0.008247287943959236,M2_b_M2_a
840,sage,sage,He saw the wise sage. He saw the renowned [MASK] .,0.014789155684411527,M1_a_M1_b
841,sage,sage,He saw the wise sage. He saw the fragrant [MASK] .,0.0022429407108575114,M1_a_M2_a
842,sage,sage,He saw the wise sage. He saw the bushy [MASK] .,0.010475551709532738,M1_a_M2_b
843,sage,sage,He saw the renowned sage. He saw the wise [MASK] .,0.0028631100431084637,M1_b_M1_a
844,sage,sage,He saw the renowned sage. He saw the fragrant [MASK] .,0.01350271608680487,M1_b_M2_a
845,sage,sage,He saw the renowned sage. He saw the bushy [MASK] .,0.0010451846756041054,M1_b_M2_b
846,sage,sage,He saw the fragrant sage. He saw the wise [MASK] .,0.0002061491832137109,M2_a_M1_a
847,sage,sage,He saw the fragrant sage. He saw the renowned [MASK] .,0.0015149955870583658,M2_a_M1_b
848,sage,sage,He saw the fragrant sage. He saw the bushy [MASK] .,0.000515651481691748,M2_a_M2_b
849,sage,sage,He saw the bushy sage. He saw the wise [MASK] .,0.00018023760640062392,M2_b_M1_a
850,sage,sage,He saw the bushy sage. He saw the renowned [MASK] .,0.01083955820649862,M2_b_M1_b
851,sage,sage,He saw the bushy sage. He saw the fragrant [MASK] .,0.020619148388504982,M2_b_M2_a
852,racket,racket,That was a loud racket. That was an annoying [MASK] .,0.00017962590209208415,M1_a_M1_b
853,racket,racket,That was a loud racket. That was a badminton [MASK] .,8.644242188893259e-05,M1_a_M2_a
854,racket,racket,That was a loud racket. That was a tennis [MASK] .,3.753466808120718e-05,M1_a_M2_b
855,racket,racket,That was an annoying racket. That was a loud [MASK] .,8.804032404441385e-05,M1_b_M1_a
856,racket,racket,That was an annoying racket. That was a badminton [MASK] .,0.00013375938578974447,M1_b_M2_a
857,racket,racket,That was an annoying racket. That was a tennis [MASK] .,0.00011752965656341978,M1_b_M2_b
858,racket,racket,That was a badminton racket. That was a loud [MASK] .,0.00010073893645312633,M2_a_M1_a
859,racket,racket,That was a badminton racket. That was an annoying [MASK] .,0.00021902877779211865,M2_a_M1_b
860,racket,racket,That was a badminton racket. That was a tennis [MASK] .,4.104398976778613e-05,M2_a_M2_b
